time,sym,price,volume
2017-04-21 16:31:10.202435,YHOO,47.42,3853610
2017-04-21 16:32:13.832704,YHOO,47.5342,2654994
2017-04-21 16:33:32.274903,YHOO,47.5342,2454216
2017-04-21 16:34:34.575520,YHOO,47.5342,3853610
2017-04-21 16:35:36.592551,YHOO,47.5342,3853610
2017-04-21 16:36:38.804852,YHOO,47.5342,2454216
2017-04-21 16:37:42.054713,YHOO,47.54,3853610
2017-04-21 16:38:44.250901,YHOO,47.54,2454216
2017-04-21 16:39:46.608479,YHOO,47.5342,3853610
2017-04-21 16:40:48.789805,YHOO,47.5342,2454216
2017-04-21 16:41:51.718280,YHOO,47.40,3853610
2017-04-21 16:42:54.403745,YHOO,47.5342,2454216
2017-04-21 16:43:56.591974,YHOO,47.5342,2654994
2017-04-21 16:44:58.834891,YHOO,47.40,2454216
2017-04-21 16:46:01.002823,YHOO,47.54,2454216
2017-04-21 16:47:03.053232,YHOO,47.42,2454216
2017-04-21 16:48:04.971745,YHOO,47.54,2454216
2017-04-21 16:49:08.095607,YHOO,47.54,3853610
2017-04-21 16:50:11.310969,YHOO,47.42,2454216
2017-04-21 16:51:13.330073,YHOO,47.40,2454216
2017-04-21 16:52:15.563839,YHOO,47.42,3853610
2017-04-21 16:53:17.828141,YHOO,47.5342,2654994
2017-04-21 16:54:20.460309,YHOO,47.5342,2654994
2017-04-21 16:55:22.950299,YHOO,47.42,2454216
2017-04-21 16:56:25.017189,YHOO,47.40,3853610
2017-04-21 16:57:27.601521,YHOO,47.5342,2654994
2017-04-21 16:58:32.903912,YHOO,47.54,3853610
2017-04-21 16:59:35.530673,YHOO,47.42,2654994
2017-04-21 17:00:38.307039,YHOO,47.5342,3853610
2017-04-21 17:01:40.289762,YHOO,47.54,2654994
2017-04-21 17:02:42.517076,YHOO,47.5342,3853610
2017-04-21 17:04:35.046612,YHOO,47.42,2454216
2017-04-21 17:05:37.458920,YHOO,47.5342,2654994
2017-04-21 17:06:43.080161,YHOO,47.40,2454216
2017-04-21 17:07:45.300542,YHOO,47.40,2654994
2017-04-21 17:08:47.593363,YHOO,47.54,3853610
2017-04-21 17:09:49.873390,YHOO,47.40,3853610
2017-04-21 17:10:51.998241,YHOO,47.40,7048791
2017-04-21 17:11:54.061656,YHOO,47.5342,3853610
2017-04-21 17:12:56.955260,YHOO,47.5342,2654994
2017-04-21 17:13:59.322279,YHOO,47.5342,3853610
2017-04-21 17:15:14.454621,YHOO,47.52,7048791
2017-04-21 17:16:27.480020,YHOO,47.52,4473975
2017-04-21 17:17:32.523713,YHOO,47.5342,4473975
2017-04-21 17:18:35.534290,YHOO,47.52,2654994
2017-04-21 17:19:38.259465,YHOO,47.5342,7048791
2017-04-21 17:20:40.810535,YHOO,47.40,7048791
2017-04-21 17:21:43.000861,YHOO,47.54,3853610
2017-04-21 17:22:45.109411,YHOO,47.52,4473975
2017-04-21 17:23:51.851836,YHOO,47.54,7048791
2017-04-21 17:24:57.295094,YHOO,47.5342,4473975
